dm	mc	lb	bz
22	金融业务人员	zylb_type	职业类别代码
221	银行业务人员	zylb_type	职业类别代码
222	保险业务人员	zylb_type	职业类别代码
223	证券业务人员	zylb_type	职业类别代码
229	其他金融业务人员	zylb_type	职业类别代码
23	法律专业人员	zylb_type	职业类别代码
231	法官	zylb_type	职业类别代码
232	检察官	zylb_type	职业类别代码
233	律师	zylb_type	职业类别代码
234	公证员	zylb_type	职业类别代码
235	司法鉴定人员	zylb_type	职业类别代码
236	书记员	zylb_type	职业类别代码
239	其他法律专业人员	zylb_type	职业类别代码
24	教学人员	zylb_type	职业类别代码
241	高等教育教师	zylb_type	职业类别代码
242	中等职业教育教师	zylb_type	职业类别代码
243	中学教师	zylb_type	职业类别代码
244	小学教师	zylb_type	职业类别代码
245	幼儿教师	zylb_type	职业类别代码
246	特殊教育教师	zylb_type	职业类别代码
249	其他教学人员	zylb_type	职业类别代码
25	文学艺术工作人员	zylb_type	职业类别代码
251	文艺创作和评论人员	zylb_type	职业类别代码
252	编导和音乐指挥人员	zylb_type	职业类别代码
253	演员	zylb_type	职业类别代码
254	乐器演奏员	zylb_type	职业类别代码
255	电影、电视制作及舞台专业人员	zylb_type	职业类别代码
256	美术专业人员	zylb_type	职业类别代码
257	工艺美术专业人员	zylb_type	职业类别代码
259	其他文学艺术工作人员	zylb_type	职业类别代码
26	体育工作人员	zylb_type	职业类别代码
27	新闻出版、文化工作人员	zylb_type	职业类别代码
271	记者	zylb_type	职业类别代码
272	编辑	zylb_type	职业类别代码
273	校对员	zylb_type	职业类别代码
274	播音员及节目主持人	zylb_type	职业类别代码
275	翻译	zylb_type	职业类别代码
276	图书资料与档案业务人员	zylb_type	职业类别代码
277	考古及文物保护工作人员	zylb_type	职业类别代码
279	其他新闻出版、文化工作人员	zylb_type	职业类别代码
28	宗教职业者	zylb_type	职业类别代码
29	其他专业技术人员	zylb_type	职业类别代码
3	办事人员和有关人员	zylb_type	职业类别代码
31	行政办公人员	zylb_type	职业类别代码
311	行政业务人员	zylb_type	职业类别代码
312	行政事务人员	zylb_type	职业类别代码
319	其他行政办公人员	zylb_type	职业类别代码
32	安全保卫和消防人员	zylb_type	职业类别代码
321	人民警察	zylb_type	职业类别代码
322	治安保卫人员	zylb_type	职业类别代码
323	消防人员	zylb_type	职业类别代码
329	其他安全保卫和消防人员	zylb_type	职业类别代码
33	邮政和电信业务人员	zylb_type	职业类别代码
331	邮政业务人员	zylb_type	职业类别代码
332	电信业务人员	zylb_type	职业类别代码
333	电信通信传输业务人员	zylb_type	职业类别代码
339	其他邮政和电信业务人员	zylb_type	职业类别代码
39	其他办事人员和有关人员	zylb_type	职业类别代码
4	商业、服务业人员	zylb_type	职业类别代码
41	购销人员	zylb_type	职业类别代码
411	营业人员	zylb_type	职业类别代码
412	推销、展销人员	zylb_type	职业类别代码
413	采购人员	zylb_type	职业类别代码
414	拍卖、典当及租赁业务人员	zylb_type	职业类别代码
415	废旧物资回收利用人员	zylb_type	职业类别代码
416	粮油管理人员	zylb_type	职业类别代码
417	商品监督和市场管理人员	zylb_type	职业类别代码
419	其他购销人员	zylb_type	职业类别代码
42	仓储人员	zylb_type	职业类别代码
421	保管人员	zylb_type	职业类别代码
422	储运人员	zylb_type	职业类别代码
429	其他仓储人员	zylb_type	职业类别代码
43	餐饮服务人员	zylb_type	职业类别代码
431	中餐烹饪人员	zylb_type	职业类别代码
432	西餐烹饪人员	zylb_type	职业类别代码
433	调酒和茶艺人员	zylb_type	职业类别代码
434	营养配餐人员	zylb_type	职业类别代码
435	餐厅服务人员	zylb_type	职业类别代码
439	其他餐饮服务人员	zylb_type	职业类别代码
44	饭店、旅游及健身娱乐场所服务人员	zylb_type	职业类别代码
441	饭店服务人员	zylb_type	职业类别代码
442	旅游及公共游览场所服务人员	zylb_type	职业类别代码
443	健身和娱乐场所服务人员	zylb_type	职业类别代码
449	其他饭店、旅游及健身娱乐场所服务人员	zylb_type	职业类别代码
45	运输服务人员	zylb_type	职业类别代码
451	公路、道路运输服务人员	zylb_type	职业类别代码
452	铁路客货运输服务人员	zylb_type	职业类别代码
453	航空运输服务人员	zylb_type	职业类别代码
454	水上运输服务人员	zylb_type	职业类别代码
459	其他运输服务人员	zylb_type	职业类别代码
46	医疗卫生辅助服务人员	zylb_type	职业类别代码
47	社会服务和居民生活服务人员	zylb_type	职业类别代码
471	社会中介服务人员	zylb_type	职业类别代码
472	物业管理人员	zylb_type	职业类别代码
473	供水、供热及生活燃料供应服务人员	zylb_type	职业类别代码
474	美容美发人员	zylb_type	职业类别代码
475	摄影服务人员	zylb_type	职业类别代码
476	验光配镜人员	zylb_type	职业类别代码
477	洗染织补人员	zylb_type	职业类别代码
478	浴池服务人员	zylb_type	职业类别代码
479	印章刻字人员	zylb_type	职业类别代码
481	日用机电产品维修人员	zylb_type	职业类别代码
482	办公设备维修人员	zylb_type	职业类别代码
483	保育、家庭服务人员	zylb_type	职业类别代码
484	环境卫生人员	zylb_type	职业类别代码
485	殡葬服务人员	zylb_type	职业类别代码
489	其他社会服务和居民生活服务人员	zylb_type	职业类别代码
49	其他商业、服务业人员	zylb_type	职业类别代码
5	农、林、牧、渔、水利业生产人员	zylb_type	职业类别代码
51	种植业生产人员	zylb_type	职业类别代码
511	大田作物生产人员	zylb_type	职业类别代码
512	农业实验人员	zylb_type	职业类别代码
513	园艺作物生产人员	zylb_type	职业类别代码
514	热带作物生产人员	zylb_type	职业类别代码
515	中药材生产人员	zylb_type	职业类别代码
516	农副林特产品加工人员	zylb_type	职业类别代码
519	其他种植业生产人员	zylb_type	职业类别代码
52	林业生产及野生动植物保护人员	zylb_type	职业类别代码
521	营造林人员	zylb_type	职业类别代码
522	森林资源管护人员	zylb_type	职业类别代码
523	野生动植物保护及自然保护区人员	zylb_type	职业类别代码
524	木材采运人员	zylb_type	职业类别代码
529	其他林业生产及野生动植物保护人员	zylb_type	职业类别代码
53	畜牧业生产人员	zylb_type	职业类别代码
531	家畜饲养人员	zylb_type	职业类别代码
532	家禽饲养人员	zylb_type	职业类别代码
533	蜜蜂饲养人员	zylb_type	职业类别代码
534	实验动物饲养人员	zylb_type	职业类别代码
535	动物疫病防治人员	zylb_type	职业类别代码
536	草业生产人员	zylb_type	职业类别代码
539	其他畜牧业生产人员	zylb_type	职业类别代码
54	渔业生产人员	zylb_type	职业类别代码
541	水产养殖人员	zylb_type	职业类别代码
542	水产捕捞及有关人员	zylb_type	职业类别代码
543	水产品加工人员	zylb_type	职业类别代码
549	其他渔业生产人员	zylb_type	职业类别代码
55	水利设施管理养护人员	zylb_type	职业类别代码
551	河道、水库管养人员	zylb_type	职业类别代码
552	农田灌排工程建设管理维护人员	zylb_type	职业类别代码
553	水土保持作业人员	zylb_type	职业类别代码
554	水文勘测作业人员	zylb_type	职业类别代码
559	其他水利设施管理养护人员	zylb_type	职业类别代码
59	其他农、林、牧、渔、水利业生产人员	zylb_type	职业类别代码
591	农林专用机械操作人员	zylb_type	职业类别代码
592	农村能源开发利用人员	zylb_type	职业类别代码
6	生产、运输设备操作人员及有关人员	zylb_type	职业类别代码
61	勘测及矿物开采人员	zylb_type	职业类别代码
611	地质勘查人员	zylb_type	职业类别代码
612	测绘人员	zylb_type	职业类别代码
613	矿物开采人员	zylb_type	职业类别代码
614	矿物处理人员	zylb_type	职业类别代码
615	钻井人员	zylb_type	职业类别代码
616	石油、天然气开采人员	zylb_type	职业类别代码
617	盐业生产人员	zylb_type	职业类别代码
619	其他勘测及矿物开采人员	zylb_type	职业类别代码
62	金属冶炼、轧制人员	zylb_type	职业类别代码
621	炼铁人员	zylb_type	职业类别代码
622	炼钢人员	zylb_type	职业类别代码
623	铁合金冶炼人员	zylb_type	职业类别代码
624	重有色金属冶炼人员	zylb_type	职业类别代码
625	轻有色金属冶炼人员	zylb_type	职业类别代码
626	稀贵金属冶炼人员	zylb_type	职业类别代码
627	半导体材料制备人员	zylb_type	职业类别代码
628	金属轧制人员	zylb_type	职业类别代码
629	铸铁管人员	zylb_type	职业类别代码
631	炭素制品生产人员	zylb_type	职业类别代码
632	硬质合金生产人员	zylb_type	职业类别代码
639	其他金属冶炼、轧制人员	zylb_type	职业类别代码
64	化工产品生产人员	zylb_type	职业类别代码
641	化工产品生产通用工艺人员	zylb_type	职业类别代码
642	石油炼制生产人员	zylb_type	职业类别代码
643	煤化工生产人员	zylb_type	职业类别代码
644	化学肥料生产人员	zylb_type	职业类别代码
645	无机化工产品生产人员	zylb_type	职业类别代码
646	基本有机化工产品生产人员	zylb_type	职业类别代码
647	合成树脂生产人员	zylb_type	职业类别代码
648	合成橡胶生产人员	zylb_type	职业类别代码
649	化学纤维生产人员	zylb_type	职业类别代码
651	合成革生产人员	zylb_type	职业类别代码
652	精细化工产品生产人员	zylb_type	职业类别代码
653	信息记录材料生产人员	zylb_type	职业类别代码
654	火药、炸药制造人员	zylb_type	职业类别代码
655	林产化工产品生产人员	zylb_type	职业类别代码
656	复合材料加工人员	zylb_type	职业类别代码
657	日用化学品生产人员	zylb_type	职业类别代码
659	其他化工产品生产人员	zylb_type	职业类别代码
66	机械制造加工人员	zylb_type	职业类别代码
661	机械冷加工人员	zylb_type	职业类别代码
662	机械热加工人员	zylb_type	职业类别代码
663	特种加工设备操作人员	zylb_type	职业类别代码
664	冷作饭金加工人员	zylb_type	职业类别代码
665	工件表面处理加工人员	zylb_type	职业类别代码
666	磨料磨具制造加工人员	zylb_type	职业类别代码
667	航天器件加工成型人员	zylb_type	职业类别代码
669	其他机械制造加工人员	zylb_type	职业类别代码
67	机电产品装配人员	zylb_type	职业类别代码
671	基础件、部件装配人员	zylb_type	职业类别代码
672	机械设备装配人员	zylb_type	职业类别代码
673	动力设备装配人员	zylb_type	职业类别代码
674	电气元件及设备装配人员	zylb_type	职业类别代码
675	电子专用设备装配调试人员	zylb_type	职业类别代码
676	仪器仪表装配人员	zylb_type	职业类别代码
677	运输车辆装配人员	zylb_type	职业类别代码
678	膜法水处理设备制造人员	zylb_type	职业类别代码
679	医疗器械装配及假肢与矫形器制作人员	zylb_type	职业类别代码
681	日用机械电器制造装配人员	zylb_type	职业类别代码
682	五金制品制作、装配人员	zylb_type	职业类别代码
683	装甲车辆装试人员	zylb_type	职业类别代码
684	枪炮制造人员	zylb_type	职业类别代码
685	弹制造人员	zylb_type	职业类别代码
686	引信加工制造人员	zylb_type	职业类别代码
687	火工品制造人员	zylb_type	职业类别代码
688	防化器材制造人员	zylb_type	职业类别代码
689	船舶制造人员	zylb_type	职业类别代码
691	航空产品装配与调试人员	zylb_type	职业类别代码
692	航空产品试验人员	zylb_type	职业类别代码
693	导弹卫星装配测试人员	zylb_type	职业类别代码
694	火箭发动机装配试验人员	zylb_type	职业类别代码
695	航天器结构强度、温度、环境试验人员	zylb_type	职业类别代码
696	靶场试验人员	zylb_type	职业类别代码
699	其他机电产品装配人员	zylb_type	职业类别代码
71	机械设备修理人员	zylb_type	职业类别代码
711	机械设备维修人员	zylb_type	职业类别代码
712	仪器仪表修理人员	zylb_type	职业类别代码
713	民用航空器维修人员	zylb_type	职业类别代码
719	其他机械设备修理人员	zylb_type	职业类别代码
72	电力设备安装、运行、检修及供电人员	zylb_type	职业类别代码
721	电力设备安装人员	zylb_type	职业类别代码
722	发电运行值班人员	zylb_type	职业类别代码
723	输电、配电、变电设备值班人员	zylb_type	职业类别代码
724	电力设备检修人员	zylb_type	职业类别代码
725	供用电人员	zylb_type	职业类别代码
726	生活、生产电力设备安装、操作、修理人员	zylb_type	职业类别代码
729	其他电力设备安装、运行、检修及供电人员	zylb_type	职业类别代码
73	电子元器件与设备制造、装配、调试及维修人员	zylb_type	职业类别代码
731	电子器件制造人员	zylb_type	职业类别代码
732	电子元件制造人员	zylb_type	职业类别代码
733	电池制造人员	zylb_type	职业类别代码
734	电子设备装配、调试人员	zylb_type	职业类别代码
735	电子产品维修人员	zylb_type	职业类别代码
739	其他电子元器件与设备制造、装配、调试及维修人员	zylb_type	职业类别代码
74	橡胶和塑料制品生产人员	zylb_type	职业类别代码
741	橡胶制品生产人员	zylb_type	职业类别代码
742	塑料制品加工人员	zylb_type	职业类别代码
749	其他橡胶和塑料制品生产人员	zylb_type	职业类别代码
75	纺织、针织、印染人员	zylb_type	职业类别代码
751	纤维预处理人员	zylb_type	职业类别代码
752	纺纱人员	zylb_type	职业类别代码
753	织造人员	zylb_type	职业类别代码
754	针织人员	zylb_type	职业类别代码
755	印染人员	zylb_type	职业类别代码
759	其他纺织、针织、印染人员	zylb_type	职业类别代码
76	裁剪、缝纫和皮革、毛皮制品加工制作人员	zylb_type	职业类别代码
761	裁剪、缝纫人员	zylb_type	职业类别代码
762	鞋帽制作人员	zylb_type	职业类别代码
763	皮革、毛皮加工人员	zylb_type	职业类别代码
764	缝纫制品再加工人员	zylb_type	职业类别代码
769	其他裁剪、缝纫和皮革、毛皮制品加工制作人员	zylb_type	职业类别代码
77	粮油、食品、饮料生产加工及饲料生产加工人员	zylb_type	职业类别代码
771	粮油生产加工人员	zylb_type	职业类别代码
772	制糖和糖制品加工人员	zylb_type	职业类别代码
773	乳品、冷食品及罐头、饮料制作人员	zylb_type	职业类别代码
774	酿酒、食品添加剂及调味品制作人员	zylb_type	职业类别代码
775	粮油食品制作人员	zylb_type	职业类别代码
776	屠宰加工人员	zylb_type	职业类别代码
777	肉、蛋食品加工人员	zylb_type	职业类别代码
778	饲料生产加工人员	zylb_type	职业类别代码
779	其他粮油、食品、饮料生产加工及饲料生产加工人员	zylb_type	职业类别代码
78	烟草及其制品加工人员	zylb_type	职业类别代码
781	原烟复烤人员	zylb_type	职业类别代码
782	卷烟生产人员	zylb_type	职业类别代码
783	烟用醋酸纤维丝束滤棒制作人员	zylb_type	职业类别代码
789	其他烟草及其制品加工人员	zylb_type	职业类别代码
79	药品生产人员	zylb_type	职业类别代码
791	合成药物制造人员	zylb_type	职业类别代码
792	生物技术制药(品)人员	zylb_type	职业类别代码
793	药物制剂人员	zylb_type	职业类别代码
794	中药制药人员	zylb_type	职业类别代码
799	其他药品生产人员	zylb_type	职业类别代码
81	木材加工、人造板生产、木制品制作及制浆、造纸和纸制品生产加工人员	zylb_type	职业类别代码
811	木材加工人员	zylb_type	职业类别代码
812	人造板生产人员	zylb_type	职业类别代码
813	木材制品制作人员	zylb_type	职业类别代码
814	制浆人员	zylb_type	职业类别代码
815	造纸人员	zylb_type	职业类别代码
816	纸制品制作人员	zylb_type	职业类别代码
819	其他木材加工、人造板生产、木制品制作及制浆、造纸和纸制品生产加工人员	zylb_type	职业类别代码
82	建筑材料生产加工人员	zylb_type	职业类别代码
821	水泥及水泥制品生产加工人员	zylb_type	职业类别代码
822	墙体屋面材料生产人员	zylb_type	职业类别代码
823	建筑防水密封材料生产人员	zylb_type	职业类别代码
824	建筑保温及吸音材料生产人员	zylb_type	职业类别代码
825	装饰石材生产人员	zylb_type	职业类别代码
826	非金属矿及其制品生产加工人员	zylb_type	职业类别代码
827	耐火材料生产人员	zylb_type	职业类别代码
829	其他建筑材料生产加工人员	zylb_type	职业类别代码
83	玻璃、陶瓷搪瓷及其制品生产加工人员	zylb_type	职业类别代码
831	玻璃熔制人员	zylb_type	职业类别代码
832	玻璃纤维及其制品生产人员	zylb_type	职业类别代码
833	石英玻璃制品加工人员	zylb_type	职业类别代码
834	陶瓷制品生产人员	zylb_type	职业类别代码
835	搪瓷制品生产人员	zylb_type	职业类别代码
839	其他玻璃、陶瓷、搪瓷及其制品生产加工人员	zylb_type	职业类别代码
84	广播影视制品制作、播放及文物保护作业人员	zylb_type	职业类别代码
841	影视制品制作人员	zylb_type	职业类别代码
842	音像制品制作、复制人员	zylb_type	职业类别代码
843	广播影视舞台设备安装调试及运行操作人员	zylb_type	职业类别代码
844	电影放映人员	zylb_type	职业类别代码
845	文物保护作业人员	zylb_type	职业类别代码
849	其他广播影视制品制作、播放及文物保护作业人员	zylb_type	职业类别代码
85	印刷人员	zylb_type	职业类别代码
851	印前处理人员	zylb_type	职业类别代码
852	印刷操作人员	zylb_type	职业类别代码
853	印后制作人员	zylb_type	职业类别代码
859	其他印刷人员	zylb_type	职业类别代码
86	工艺、美术品制作人员	zylb_type	职业类别代码
861	珠宝首饰加工制作人员	zylb_type	职业类别代码
862	地毯制作人员	zylb_type	职业类别代码
863	玩具制作人员	zylb_type	职业类别代码
864	漆器工艺品制作人员	zylb_type	职业类别代码
865	抽纱、刺绣工艺品制作人员	zylb_type	职业类别代码
866	金属工艺品制作人员	zylb_type	职业类别代码
867	雕刻工艺品制作人员	zylb_type	职业类别代码
868	美术品制作人员	zylb_type	职业类别代码
869	其他工艺、美术品制作人员	zylb_type	职业类别代码
87	文化教育、体育用品制作人员	zylb_type	职业类别代码
871	文教用品制作人员	zylb_type	职业类别代码
872	体育用品制作人员	zylb_type	职业类别代码
873	乐器制作人员	zylb_type	职业类别代码
879	其他文化教育、体育用品制作人员	zylb_type	职业类别代码
88	工程施工人员	zylb_type	职业类别代码
881	土石方施工人员	zylb_type	职业类别代码
882	砌筑人员	zylb_type	职业类别代码
883	混凝土配制及制品加工人员	zylb_type	职业类别代码
884	钢筋加工人员	zylb_type	职业类别代码
885	施工架子搭设人员	zylb_type	职业类别代码
886	工程防水人员	zylb_type	职业类别代码
887	装饰、装修人员	zylb_type	职业类别代码
888	古建筑修建人员	zylb_type	职业类别代码
889	筑路、养护、维修人员	zylb_type	职业类别代码
891	工程设备安装人员	zylb_type	职业类别代码
899	其他工程施工人员	zylb_type	职业类别代码
91	运输设备操作人员及有关人员	zylb_type	职业类别代码
911	公、道)路运输机械设备操作及有关人员	zylb_type	职业类别代码
912	铁路、地铁运输机械设备操作及有关人员	zylb_type	职业类别代码
913	民用航空设备操作及有关人员	zylb_type	职业类别代码
914	水上运输设备操作及有关人员	zylb_type	职业类别代码
915	起重装卸机械操作及有关人员	zylb_type	职业类别代码
919	其他运输设备操作人员及有关人员	zylb_type	职业类别代码
92	环境监测与废物处理人员	zylb_type	职业类别代码
921	环境监测人员	zylb_type	职业类别代码
922	海洋环境调查与监测人员	zylb_type	职业类别代码
923	废物处理人员	zylb_type	职业类别代码
929	其他环境监测与废物处理人员	zylb_type	职业类别代码
93	检验、计量人员	zylb_type	职业类别代码
931	检验人员	zylb_type	职业类别代码
932	航空产品检验人员	zylb_type	职业类别代码
933	航天器检验、测试人员	zylb_type	职业类别代码
934	计量人员	zylb_type	职业类别代码
939	其他检验、计量人员	zylb_type	职业类别代码
99	其他生产、运输设备操作人员及有关人员	zylb_type	职业类别代码
991	包装人员	zylb_type	职业类别代码
992	机泵操作人员	zylb_type	职业类别代码
993	简单体力劳动人员	zylb_type	职业类别代码
X	军人	zylb_type	职业类别代码
Y	不便分类的其他从业人员	zylb_type	职业类别代码
0	无业人员	grsf_type	个人身份代码
10	国家工作人员	grsf_type	个人身份代码
11	国家公务员	grsf_type	个人身份代码
12	现役军人	grsf_type	个人身份代码
20	务农	grsf_type	个人身份代码
21	农民	grsf_type	个人身份代码
30	务工	grsf_type	个人身份代码
31	国有、集体企业务工	grsf_type	个人身份代码
32	三资企业务工	grsf_type	个人身份代码
33	乡镇、村办企业务工	grsf_type	个人身份代码
34	私营企业务工	grsf_type	个人身份代码
35	个体工商户务工	grsf_type	个人身份代码
36	建筑安装务工	grsf_type	个人身份代码
37	搬运装卸务工	grsf_type	个人身份代码
38	零散务工	grsf_type	个人身份代码
39	其他务工人员	grsf_type	个人身份代码
40	商业、服务、娱乐业从业人员	grsf_type	个人身份代码
41	国营、集体单位供销、经商人员	grsf_type	个人身份代码
42	商业服务员	grsf_type	个人身份代码
43	娱乐业服务人员	grsf_type	个人身份代码
44	服务业从业人员	grsf_type	个人身份代码
45	企业管理人员	grsf_type	个人身份代码
46	职员	grsf_type	个人身份代码
47	专业技术人员	grsf_type	个人身份代码
50	林、牧、渔业劳动者	grsf_type	个人身份代码
60	个体劳动者	grsf_type	个人身份代码
61	个体经商	grsf_type	个人身份代码
62	个体服务	grsf_type	个人身份代码
63	个体运输	grsf_type	个人身份代码
64	其他个体户	grsf_type	个人身份代码
70	其他在业人员	grsf_type	个人身份代码
71	自由职业者	grsf_type	个人身份代码
80	退（离）休人员	grsf_type	个人身份代码
81	料理家务	grsf_type	个人身份代码
82	市镇待业	grsf_type	个人身份代码
83	退离休人员	grsf_type	个人身份代码
84	退（辞）职	grsf_type	个人身份代码
85	离职	grsf_type	个人身份代码
86	待（下）岗人员	grsf_type	个人身份代码
87	社会闲散人员	grsf_type	个人身份代码
88	盲流人员	grsf_type	个人身份代码
89	其他不在业人员	grsf_type	个人身份代码
90	学生	grsf_type	个人身份代码
91	大学生（包括大专生、研究生）	grsf_type	个人身份代码
92	中学生（包括中专生）	grsf_type	个人身份代码
93	小学生	grsf_type	个人身份代码
99	其他	grsf_type	个人身份代码
1	人大代表	tssf_type	特殊身份代码
2	政协委员	tssf_type	特殊身份代码
3	民主党首	tssf_type	特殊身份代码
4	中高干部	tssf_type	特殊身份代码
5	高知高工	tssf_type	特殊身份代码
6	公安民警	tssf_type	特殊身份代码
7	其他民警	tssf_type	特殊身份代码
8	检法干部	tssf_type	特殊身份代码
9	工商税务	tssf_type	特殊身份代码
10	海关稽查	tssf_type	特殊身份代码
11	保安警卫	tssf_type	特殊身份代码
12	外交官员	tssf_type	特殊身份代码
13	外交家属	tssf_type	特殊身份代码
14	外商职员	tssf_type	特殊身份代码
15	华侨人士	tssf_type	特殊身份代码
16	侨眷侨属	tssf_type	特殊身份代码
17	留学人员	tssf_type	特殊身份代码
18	外籍人员	tssf_type	特殊身份代码
19	港澳台人员	tssf_type	特殊身份代码
20	宗教界人士	tssf_type	特殊身份代码
21	邪教人员	tssf_type	特殊身份代码
22	民族分裂分子	tssf_type	特殊身份代码
23	民运人员	tssf_type	特殊身份代码
24	未成年人	tssf_type	特殊身份代码
99	其他	tssf_type	特殊身份代码
10	安眠酮	dpzl_type	毒品种类代码
100	海洛因	dpzl_type	毒品种类代码
101	鸦片	dpzl_type	毒品种类代码
102	吗啡	dpzl_type	毒品种类代码
103	度冷丁	dpzl_type	毒品种类代码
104	二氢埃托啡(口含片)	dpzl_type	毒品种类代码
105	美沙酮	dpzl_type	毒品种类代码
106	大麻	dpzl_type	毒品种类代码
107	可卡因	dpzl_type	毒品种类代码
108	摇头丸	dpzl_type	毒品种类代码
109	冰毒	dpzl_type	毒品种类代码
11	杜冷丁	dpzl_type	毒品种类代码
110	麻古丸	dpzl_type	毒品种类代码
111	K粉(氯胺酮)	dpzl_type	毒品种类代码
112	γ-羟丁酸(G毒)	dpzl_type	毒品种类代码
113	麻黄素(小马)	dpzl_type	毒品种类代码
114	安钠咖(烫片片)	dpzl_type	毒品种类代码
115	底料+黄皮	dpzl_type	毒品种类代码
116	曲马多	dpzl_type	毒品种类代码
117	丁丙诺非片	dpzl_type	毒品种类代码
118	安定	dpzl_type	毒品种类代码
119	三唑仓	dpzl_type	毒品种类代码
120	联邦止咳露	dpzl_type	毒品种类代码
121	复方地芬诺酯(小白药)	dpzl_type	毒品种类代码
122	复方甘草片	dpzl_type	毒品种类代码
123	右关沙芬(关沙芬)	dpzl_type	毒品种类代码
124	其他药物	dpzl_type	毒品种类代码
125	其他止咳药水	dpzl_type	毒品种类代码
13	罂粟壳	dpzl_type	毒品种类代码
15	其他苯丙胺类毒品	dpzl_type	毒品种类代码
16	埃托啡	dpzl_type	毒品种类代码
17	丁丙诺非	dpzl_type	毒品种类代码
18	氯氮卓	dpzl_type	毒品种类代码
19	溴西泮	dpzl_type	毒品种类代码
20	艾司唑仑	dpzl_type	毒品种类代码
21	苯丙胺	dpzl_type	毒品种类代码
22	地西泮	dpzl_type	毒品种类代码
24	其他毒品	dpzl_type	毒品种类代码
6	冰毒片剂	dpzl_type	毒品种类代码
7	咖啡因	dpzl_type	毒品种类代码
8	安钠咖	dpzl_type	毒品种类代码
9	氯胺酮	dpzl_type	毒品种类代码
1	拘留期满	csyy_type	出所原因代码
2	法院提前解除拘留	csyy_type	出所原因代码
3	停止执行拘留	csyy_type	出所原因代码
4	暂缓执行拘留	csyy_type	出所原因代码
5	转收容教育所	csyy_type	出所原因代码
6	转强制隔离戒毒所	csyy_type	出所原因代码
7	转刑事拘留	csyy_type	出所原因代码
8	转逮捕	csyy_type	出所原因代码
9	另行处理	csyy_type	出所原因代码
10	脱逃	csyy_type	出所原因代码
11	死亡	csyy_type	出所原因代码
12	临时寄押转走	csyy_type	出所原因代码
13	转本省（区、市）其他所	csyy_type	出所原因代码
14	转外省（区、市）其他所	csyy_type	出所原因代码
15	执行驱逐出境、遣送出境	csyy_type	出所原因代码
99	其他	csyy_type	出所原因代码

